"sampleNo","DateTime","pressure_kPa","temp","water_level","transect","plot","tidal"
249,2023-03-09 20:49:00,104.885,17.855,-1.011,"Young","1","supratidal"
251,2023-03-09 21:04:00,104.875,17.855,-1.011,"Young","1","supratidal"
252,2023-03-09 21:19:00,104.875,17.855,-1.009,"Young","1","supratidal"
253,2023-03-09 21:34:00,104.875,17.855,-1.008,"Young","1","supratidal"
254,2023-03-09 21:49:00,104.836,17.855,-1.011,"Young","1","supratidal"
256,2023-03-09 22:04:00,104.836,17.855,-1.01,"Young","1","supratidal"
257,2023-03-09 22:19:00,104.829,17.95,-1.01,"Young","1","supratidal"
258,2023-03-09 22:34:00,104.829,17.95,-1.01,"Young","1","supratidal"
259,2023-03-09 22:49:00,104.82,17.95,-1.011,"Young","1","supratidal"
261,2023-03-09 23:04:00,104.81,17.95,-1.012,"Young","1","supratidal"
262,2023-03-09 23:19:00,104.791,17.95,-1.014,"Young","1","supratidal"
263,2023-03-09 23:34:00,104.762,17.95,-1.017,"Young","1","supratidal"
264,2023-03-09 23:49:00,104.733,17.95,-1.02,"Young","1","supratidal"
266,2023-03-10 00:04:00,104.714,17.95,-1.023,"Young","1","supratidal"
267,2023-03-10 00:19:00,104.707,18.045,-1.023,"Young","1","supratidal"
268,2023-03-10 00:34:00,104.687,18.045,-1.026,"Young","1","supratidal"
269,2023-03-10 00:49:00,104.668,18.045,-1.028,"Young","1","supratidal"
271,2023-03-10 01:04:00,104.649,18.045,-1.03,"Young","1","supratidal"
272,2023-03-10 01:19:00,104.61,18.045,-1.035,"Young","1","supratidal"
273,2023-03-10 01:34:00,104.581,18.045,-1.038,"Young","1","supratidal"
274,2023-03-10 01:49:00,104.543,18.045,-1.043,"Young","1","supratidal"
276,2023-03-10 02:04:00,104.543,18.045,-1.043,"Young","1","supratidal"
277,2023-03-10 02:19:00,104.514,18.045,-1.047,"Young","1","supratidal"
278,2023-03-10 02:34:00,104.504,18.045,-1.048,"Young","1","supratidal"
279,2023-03-10 02:49:00,104.543,18.045,-1.045,"Young","1","supratidal"
281,2023-03-10 03:04:00,104.543,18.045,-1.045,"Young","1","supratidal"
282,2023-03-10 03:19:00,104.562,18.045,-1.044,"Young","1","supratidal"
283,2023-03-10 03:34:00,104.545,18.14,-1.047,"Young","1","supratidal"
284,2023-03-10 03:49:00,104.545,18.14,-1.048,"Young","1","supratidal"
286,2023-03-10 04:04:00,104.564,18.14,-1.047,"Young","1","supratidal"
287,2023-03-10 04:19:00,104.591,18.045,-1.044,"Young","1","supratidal"
288,2023-03-10 04:34:00,104.649,18.045,-1.038,"Young","1","supratidal"
289,2023-03-10 04:49:00,104.764,18.045,-1.026,"Young","1","supratidal"
291,2023-03-10 05:04:00,104.877,17.95,-1.014,"Young","1","supratidal"
292,2023-03-10 05:19:00,104.993,17.95,-1.002,"Young","1","supratidal"
293,2023-03-10 05:34:00,105.147,17.95,-0.986,"Young","1","supratidal"
294,2023-03-10 05:49:00,105.263,17.95,-0.974,"Young","1","supratidal"
296,2023-03-10 06:04:00,105.369,17.95,-0.962,"Young","1","supratidal"
297,2023-03-10 06:19:00,105.494,17.95,-0.948,"Young","1","supratidal"
298,2023-03-10 06:34:00,105.591,17.95,-0.937,"Young","1","supratidal"
299,2023-03-10 06:49:00,105.677,17.95,-0.927,"Young","1","supratidal"
301,2023-03-10 07:04:00,105.783,17.95,-0.916,"Young","1","supratidal"
302,2023-03-10 07:19:00,105.863,18.045,-0.909,"Young","1","supratidal"
303,2023-03-10 07:34:00,105.882,18.045,-0.908,"Young","1","supratidal"
304,2023-03-10 07:49:00,105.921,18.045,-0.905,"Young","1","supratidal"
306,2023-03-10 08:04:00,105.914,18.14,-0.907,"Young","1","supratidal"
307,2023-03-10 08:19:00,105.923,18.14,-0.906,"Young","1","supratidal"
308,2023-03-10 08:34:00,105.885,18.14,-0.909,"Young","1","supratidal"
309,2023-03-10 08:49:00,105.875,18.14,-0.91,"Young","1","supratidal"
311,2023-03-10 09:04:00,105.885,18.14,-0.909,"Young","1","supratidal"
312,2023-03-10 09:19:00,105.865,18.14,-0.91,"Young","1","supratidal"
313,2023-03-10 09:34:00,105.837,18.14,-0.913,"Young","1","supratidal"
314,2023-03-10 09:49:00,105.808,18.14,-0.915,"Young","1","supratidal"
316,2023-03-10 10:04:00,105.779,18.14,-0.918,"Young","1","supratidal"
317,2023-03-10 10:19:00,105.788,18.14,-0.916,"Young","1","supratidal"
318,2023-03-10 10:34:00,105.759,18.14,-0.919,"Young","1","supratidal"
319,2023-03-10 10:49:00,105.74,18.14,-0.921,"Young","1","supratidal"
321,2023-03-10 11:04:00,105.692,18.14,-0.926,"Young","1","supratidal"
322,2023-03-10 11:19:00,105.653,18.14,-0.93,"Young","1","supratidal"
323,2023-03-10 11:34:00,105.624,18.14,-0.934,"Young","1","supratidal"
324,2023-03-10 11:49:00,105.586,18.14,-0.938,"Young","1","supratidal"
326,2023-03-10 12:04:00,105.518,18.14,-0.946,"Young","1","supratidal"
327,2023-03-10 12:19:00,105.461,18.14,-0.953,"Young","1","supratidal"
328,2023-03-10 12:34:00,105.422,18.14,-0.958,"Young","1","supratidal"
329,2023-03-10 12:49:00,105.355,18.14,-0.965,"Young","1","supratidal"
331,2023-03-10 13:04:00,105.316,18.14,-0.97,"Young","1","supratidal"
332,2023-03-10 13:19:00,105.258,18.14,-0.977,"Young","1","supratidal"
333,2023-03-10 13:34:00,105.21,18.14,-0.982,"Young","1","supratidal"
334,2023-03-10 13:49:00,105.2,18.14,-0.984,"Young","1","supratidal"
336,2023-03-10 14:04:00,105.143,18.14,-0.99,"Young","1","supratidal"
337,2023-03-10 14:19:00,105.085,18.14,-0.995,"Young","1","supratidal"
338,2023-03-10 14:34:00,105.085,18.14,-0.995,"Young","1","supratidal"
339,2023-03-10 14:49:00,105.056,18.14,-0.997,"Young","1","supratidal"
341,2023-03-10 15:04:00,105.037,18.14,-0.999,"Young","1","supratidal"
342,2023-03-10 15:19:00,104.998,18.14,-1.005,"Young","1","supratidal"
343,2023-03-10 15:34:00,104.95,18.14,-1.011,"Young","1","supratidal"
344,2023-03-10 15:49:00,104.921,18.14,-1.016,"Young","1","supratidal"
346,2023-03-10 16:04:00,104.87,18.045,-1.021,"Young","1","supratidal"
347,2023-03-10 16:19:00,104.832,18.045,-1.025,"Young","1","supratidal"
348,2023-03-10 16:34:00,104.793,18.045,-1.028,"Young","1","supratidal"
349,2023-03-10 16:49:00,104.822,18.045,-1.024,"Young","1","supratidal"
351,2023-03-10 17:04:00,104.822,18.045,-1.023,"Young","1","supratidal"
352,2023-03-10 17:19:00,104.793,18.045,-1.024,"Young","1","supratidal"
353,2023-03-10 17:34:00,104.755,18.045,-1.027,"Young","1","supratidal"
354,2023-03-10 17:49:00,104.764,18.045,-1.024,"Young","1","supratidal"
356,2023-03-10 18:04:00,104.745,18.045,-1.025,"Young","1","supratidal"
357,2023-03-10 18:19:00,104.716,18.045,-1.026,"Young","1","supratidal"
358,2023-03-10 18:34:00,104.697,18.045,-1.027,"Young","1","supratidal"
359,2023-03-10 18:49:00,104.687,18.045,-1.026,"Young","1","supratidal"
361,2023-03-10 19:04:00,104.678,18.045,-1.026,"Young","1","supratidal"
362,2023-03-10 19:19:00,104.668,18.045,-1.026,"Young","1","supratidal"
363,2023-03-10 19:34:00,104.649,18.045,-1.027,"Young","1","supratidal"
364,2023-03-10 19:49:00,104.639,18.045,-1.027,"Young","1","supratidal"
366,2023-03-10 20:04:00,104.639,18.045,-1.026,"Young","1","supratidal"
367,2023-03-10 20:19:00,104.629,18.045,-1.025,"Young","1","supratidal"
368,2023-03-10 20:34:00,104.639,18.045,-1.021,"Young","1","supratidal"
369,2023-03-10 20:49:00,104.62,18.045,-1.02,"Young","1","supratidal"
371,2023-03-10 21:04:00,104.629,18.045,-1.018,"Young","1","supratidal"
372,2023-03-10 21:19:00,104.62,18.045,-1.018,"Young","1","supratidal"
373,2023-03-10 21:34:00,104.591,18.045,-1.02,"Young","1","supratidal"
374,2023-03-10 21:49:00,104.581,18.045,-1.021,"Young","1","supratidal"
376,2023-03-10 22:04:00,104.555,18.14,-1.023,"Young","1","supratidal"
377,2023-03-10 22:19:00,104.564,18.14,-1.021,"Young","1","supratidal"
378,2023-03-10 22:34:00,104.555,18.14,-1.021,"Young","1","supratidal"
379,2023-03-10 22:49:00,104.536,18.14,-1.022,"Young","1","supratidal"
381,2023-03-10 23:04:00,104.507,18.14,-1.024,"Young","1","supratidal"
382,2023-03-10 23:19:00,104.497,18.14,-1.024,"Young","1","supratidal"
383,2023-03-10 23:34:00,104.449,18.14,-1.028,"Young","1","supratidal"
384,2023-03-10 23:49:00,104.41,18.14,-1.031,"Young","1","supratidal"
386,2023-03-11 00:04:00,104.381,18.14,-1.034,"Young","1","supratidal"
387,2023-03-11 00:19:00,104.381,18.14,-1.033,"Young","1","supratidal"
388,2023-03-11 00:34:00,104.343,18.14,-1.037,"Young","1","supratidal"
389,2023-03-11 00:49:00,104.324,18.14,-1.038,"Young","1","supratidal"
391,2023-03-11 01:04:00,104.324,18.14,-1.038,"Young","1","supratidal"
392,2023-03-11 01:19:00,104.295,18.14,-1.042,"Young","1","supratidal"
393,2023-03-11 01:34:00,104.295,18.14,-1.043,"Young","1","supratidal"
394,2023-03-11 01:49:00,104.266,18.14,-1.047,"Young","1","supratidal"
396,2023-03-11 02:04:00,104.247,18.14,-1.05,"Young","1","supratidal"
397,2023-03-11 02:19:00,104.211,18.236,-1.054,"Young","1","supratidal"
398,2023-03-11 02:34:00,104.182,18.236,-1.058,"Young","1","supratidal"
399,2023-03-11 02:49:00,104.153,18.236,-1.062,"Young","1","supratidal"
401,2023-03-11 03:04:00,104.124,18.236,-1.065,"Young","1","supratidal"
402,2023-03-11 03:19:00,104.076,18.236,-1.071,"Young","1","supratidal"
403,2023-03-11 03:34:00,104.047,18.236,-1.074,"Young","1","supratidal"
404,2023-03-11 03:49:00,104.037,18.236,-1.075,"Young","1","supratidal"
406,2023-03-11 04:04:00,104.018,18.236,-1.077,"Young","1","supratidal"
407,2023-03-11 04:19:00,103.999,18.236,-1.078,"Young","1","supratidal"
408,2023-03-11 04:34:00,103.97,18.236,-1.08,"Young","1","supratidal"
409,2023-03-11 04:49:00,103.96,18.236,-1.08,"Young","1","supratidal"
411,2023-03-11 05:04:00,103.97,18.236,-1.078,"Young","1","supratidal"
412,2023-03-11 05:19:00,103.95,18.236,-1.081,"Young","1","supratidal"
413,2023-03-11 05:34:00,103.95,18.236,-1.081,"Young","1","supratidal"
414,2023-03-11 05:49:00,103.931,18.236,-1.084,"Young","1","supratidal"
416,2023-03-11 06:04:00,103.941,18.236,-1.083,"Young","1","supratidal"
417,2023-03-11 06:19:00,103.979,18.236,-1.078,"Young","1","supratidal"
418,2023-03-11 06:34:00,104.018,18.236,-1.074,"Young","1","supratidal"
419,2023-03-11 06:49:00,104.114,18.236,-1.064,"Young","1","supratidal"
421,2023-03-11 07:04:00,104.208,18.14,-1.053,"Young","1","supratidal"
422,2023-03-11 07:19:00,104.314,18.14,-1.041,"Young","1","supratidal"
423,2023-03-11 07:34:00,104.42,18.14,-1.028,"Young","1","supratidal"
424,2023-03-11 07:49:00,104.516,18.14,-1.017,"Young","1","supratidal"
426,2023-03-11 08:04:00,104.642,18.14,-1.003,"Young","1","supratidal"
427,2023-03-11 08:19:00,104.776,18.14,-0.987,"Young","1","supratidal"
428,2023-03-11 08:34:00,104.873,18.14,-0.976,"Young","1","supratidal"
429,2023-03-11 08:49:00,104.96,18.14,-0.966,"Young","1","supratidal"
431,2023-03-11 09:04:00,105.046,18.14,-0.956,"Young","1","supratidal"
432,2023-03-11 09:19:00,105.133,18.14,-0.946,"Young","1","supratidal"
433,2023-03-11 09:34:00,105.22,18.14,-0.937,"Young","1","supratidal"
434,2023-03-11 09:49:00,105.297,18.14,-0.929,"Young","1","supratidal"
435,2023-03-11 10:04:00,105.374,18.14,-0.921,"Young","1","supratidal"
436,2023-03-11 10:19:00,105.432,18.14,-0.914,"Young","1","supratidal"
437,2023-03-11 10:34:00,105.47,18.14,-0.91,"Young","1","supratidal"
438,2023-03-11 10:49:00,105.499,18.14,-0.907,"Young","1","supratidal"
440,2023-03-11 11:04:00,105.521,18.236,-0.904,"Young","1","supratidal"
441,2023-03-11 11:19:00,105.54,18.236,-0.903,"Young","1","supratidal"
442,2023-03-11 11:34:00,105.56,18.236,-0.901,"Young","1","supratidal"
443,2023-03-11 11:49:00,105.569,18.236,-0.9,"Young","1","supratidal"
445,2023-03-11 12:04:00,105.531,18.236,-0.904,"Young","1","supratidal"
446,2023-03-11 12:19:00,105.521,18.236,-0.905,"Young","1","supratidal"
447,2023-03-11 12:34:00,105.473,18.236,-0.91,"Young","1","supratidal"
448,2023-03-11 12:49:00,105.463,18.236,-0.91,"Young","1","supratidal"
450,2023-03-11 13:04:00,105.463,18.236,-0.91,"Young","1","supratidal"
451,2023-03-11 13:19:00,105.492,18.236,-0.908,"Young","1","supratidal"
452,2023-03-11 13:34:00,105.482,18.236,-0.909,"Young","1","supratidal"
453,2023-03-11 13:49:00,105.502,18.236,-0.908,"Young","1","supratidal"
455,2023-03-11 14:04:00,105.482,18.236,-0.91,"Young","1","supratidal"
456,2023-03-11 14:19:00,105.492,18.236,-0.909,"Young","1","supratidal"
457,2023-03-11 14:34:00,105.509,18.14,-0.906,"Young","1","supratidal"
458,2023-03-11 14:49:00,105.547,18.14,-0.902,"Young","1","supratidal"
460,2023-03-11 15:04:00,105.586,18.14,-0.898,"Young","1","supratidal"
461,2023-03-11 15:19:00,105.634,18.14,-0.893,"Young","1","supratidal"
462,2023-03-11 15:34:00,105.644,18.14,-0.892,"Young","1","supratidal"
463,2023-03-11 15:49:00,105.721,18.14,-0.884,"Young","1","supratidal"
465,2023-03-11 16:04:00,105.779,18.14,-0.878,"Young","1","supratidal"
466,2023-03-11 16:19:00,105.865,18.14,-0.868,"Young","1","supratidal"
467,2023-03-11 16:34:00,105.933,18.14,-0.861,"Young","1","supratidal"
468,2023-03-11 16:49:00,106.01,18.14,-0.853,"Young","1","supratidal"
470,2023-03-11 17:04:00,106.058,18.14,-0.847,"Young","1","supratidal"
471,2023-03-11 17:19:00,106.106,18.14,-0.84,"Young","1","supratidal"
472,2023-03-11 17:34:00,106.135,18.14,-0.836,"Young","1","supratidal"
473,2023-03-11 17:49:00,106.116,18.14,-0.836,"Young","1","supratidal"
475,2023-03-11 18:04:00,106.135,18.14,-0.833,"Young","1","supratidal"
476,2023-03-11 18:19:00,106.155,18.14,-0.829,"Young","1","supratidal"
477,2023-03-11 18:34:00,106.164,18.14,-0.826,"Young","1","supratidal"
478,2023-03-11 18:49:00,106.193,18.14,-0.822,"Young","1","supratidal"
479,2023-03-11 19:04:00,106.174,18.14,-0.822,"Young","1","supratidal"
480,2023-03-11 19:19:00,106.116,18.14,-0.826,"Young","1","supratidal"
481,2023-03-11 19:34:00,106.116,18.14,-0.825,"Young","1","supratidal"
482,2023-03-11 19:49:00,106.106,18.14,-0.824,"Young","1","supratidal"
484,2023-03-11 20:04:00,106.106,18.14,-0.822,"Young","1","supratidal"
485,2023-03-11 20:19:00,106.087,18.14,-0.823,"Young","1","supratidal"
486,2023-03-11 20:34:00,105.991,18.14,-0.831,"Young","1","supratidal"
487,2023-03-11 20:49:00,105.981,18.14,-0.831,"Young","1","supratidal"
489,2023-03-11 21:04:00,105.943,18.14,-0.833,"Young","1","supratidal"
490,2023-03-11 21:19:00,105.894,18.14,-0.838,"Young","1","supratidal"
491,2023-03-11 21:34:00,105.875,18.14,-0.839,"Young","1","supratidal"
492,2023-03-11 21:49:00,105.837,18.14,-0.843,"Young","1","supratidal"
494,2023-03-11 22:04:00,105.817,18.14,-0.844,"Young","1","supratidal"
495,2023-03-11 22:19:00,105.798,18.14,-0.846,"Young","1","supratidal"
496,2023-03-11 22:34:00,105.759,18.14,-0.849,"Young","1","supratidal"
497,2023-03-11 22:49:00,105.702,18.14,-0.854,"Young","1","supratidal"
499,2023-03-11 23:04:00,105.615,18.14,-0.863,"Young","1","supratidal"
500,2023-03-11 23:19:00,105.538,18.14,-0.87,"Young","1","supratidal"
501,2023-03-11 23:34:00,105.499,18.14,-0.874,"Young","1","supratidal"
502,2023-03-11 23:49:00,105.451,18.14,-0.878,"Young","1","supratidal"
504,2023-03-12 00:04:00,105.384,18.14,-0.884,"Young","1","supratidal"
505,2023-03-12 00:19:00,105.326,18.14,-0.89,"Young","1","supratidal"
506,2023-03-12 00:34:00,105.278,18.14,-0.895,"Young","1","supratidal"
507,2023-03-12 00:49:00,105.22,18.14,-0.9,"Young","1","supratidal"
509,2023-03-12 01:04:00,105.133,18.14,-0.909,"Young","1","supratidal"
510,2023-03-12 01:19:00,105.104,18.14,-0.91,"Young","1","supratidal"
511,2023-03-12 01:34:00,105.017,18.14,-0.917,"Young","1","supratidal"
512,2023-03-12 01:49:00,104.96,18.14,-0.922,"Young","1","supratidal"
514,2023-03-12 02:04:00,104.902,18.14,-0.927,"Young","1","supratidal"
515,2023-03-12 02:19:00,104.825,18.14,-0.935,"Young","1","supratidal"
516,2023-03-12 02:34:00,104.767,18.14,-0.942,"Young","1","supratidal"
517,2023-03-12 02:49:00,104.728,18.14,-0.946,"Young","1","supratidal"
519,2023-03-12 03:04:00,104.69,18.14,-0.95,"Young","1","supratidal"
520,2023-03-12 03:19:00,104.639,18.045,-0.956,"Young","1","supratidal"
521,2023-03-12 03:34:00,104.601,18.045,-0.96,"Young","1","supratidal"
522,2023-03-12 03:49:00,104.543,18.045,-0.966,"Young","1","supratidal"
524,2023-03-12 04:04:00,104.504,18.045,-0.97,"Young","1","supratidal"
525,2023-03-12 04:19:00,104.466,18.045,-0.973,"Young","1","supratidal"
526,2023-03-12 04:34:00,104.446,18.045,-0.975,"Young","1","supratidal"
527,2023-03-12 04:49:00,104.418,18.045,-0.977,"Young","1","supratidal"
528,2023-03-12 05:04:00,104.389,18.045,-0.979,"Young","1","supratidal"
529,2023-03-12 05:19:00,104.36,18.045,-0.982,"Young","1","supratidal"
530,2023-03-12 05:34:00,104.312,18.045,-0.986,"Young","1","supratidal"
531,2023-03-12 05:49:00,104.292,18.045,-0.987,"Young","1","supratidal"
533,2023-03-12 06:04:00,104.35,18.045,-0.98,"Young","1","supratidal"
534,2023-03-12 06:19:00,104.408,18.045,-0.973,"Young","1","supratidal"
535,2023-03-12 06:34:00,104.427,18.045,-0.97,"Young","1","supratidal"
536,2023-03-12 06:49:00,104.533,18.045,-0.958,"Young","1","supratidal"
537,2023-03-12 07:04:00,104.629,18.045,-0.947,"Young","1","supratidal"
538,2023-03-12 07:19:00,104.743,17.95,-0.935,"Young","1","supratidal"
539,2023-03-12 07:34:00,104.858,17.95,-0.922,"Young","1","supratidal"
540,2023-03-12 07:49:00,104.983,17.95,-0.908,"Young","1","supratidal"
542,2023-03-12 08:04:00,105.109,17.95,-0.894,"Young","1","supratidal"
543,2023-03-12 08:19:00,105.234,17.95,-0.88,"Young","1","supratidal"
544,2023-03-12 08:34:00,105.446,17.95,-0.857,"Young","1","supratidal"
545,2023-03-12 08:49:00,105.61,17.95,-0.84,"Young","1","supratidal"
547,2023-03-12 09:04:00,105.793,17.95,-0.82,"Young","1","supratidal"
548,2023-03-12 09:19:00,106.034,17.95,-0.794,"Young","1","supratidal"
549,2023-03-12 09:34:00,106.227,17.95,-0.774,"Young","1","supratidal"
550,2023-03-12 09:49:00,106.439,17.95,-0.751,"Young","1","supratidal"
552,2023-03-12 10:04:00,106.603,17.95,-0.733,"Young","1","supratidal"
553,2023-03-12 10:19:00,106.699,17.95,-0.722,"Young","1","supratidal"
554,2023-03-12 10:34:00,106.786,17.95,-0.712,"Young","1","supratidal"
555,2023-03-12 10:49:00,106.863,17.95,-0.703,"Young","1","supratidal"
557,2023-03-12 11:04:00,106.911,17.95,-0.698,"Young","1","supratidal"
558,2023-03-12 11:19:00,106.96,17.95,-0.693,"Young","1","supratidal"
559,2023-03-12 11:34:00,106.969,17.95,-0.691,"Young","1","supratidal"
560,2023-03-12 11:49:00,106.95,17.95,-0.693,"Young","1","supratidal"
562,2023-03-12 12:04:00,106.931,17.95,-0.695,"Young","1","supratidal"
563,2023-03-12 12:19:00,106.911,17.95,-0.699,"Young","1","supratidal"
564,2023-03-12 12:34:00,106.882,17.95,-0.703,"Young","1","supratidal"
565,2023-03-12 12:49:00,106.844,17.95,-0.709,"Young","1","supratidal"
567,2023-03-12 13:04:00,106.796,17.95,-0.716,"Young","1","supratidal"
568,2023-03-12 13:19:00,106.757,17.95,-0.722,"Young","1","supratidal"
569,2023-03-12 13:34:00,106.728,17.95,-0.727,"Young","1","supratidal"
570,2023-03-12 13:49:00,106.661,17.95,-0.736,"Young","1","supratidal"
572,2023-03-12 14:04:00,106.612,17.95,-0.743,"Young","1","supratidal"
573,2023-03-12 14:19:00,106.555,17.95,-0.75,"Young","1","supratidal"
574,2023-03-12 14:34:00,106.497,17.95,-0.757,"Young","1","supratidal"
575,2023-03-12 14:49:00,106.458,17.95,-0.762,"Young","1","supratidal"
577,2023-03-12 15:04:00,106.371,17.95,-0.772,"Young","1","supratidal"
578,2023-03-12 15:19:00,106.285,17.95,-0.781,"Young","1","supratidal"
579,2023-03-12 15:34:00,106.227,17.95,-0.788,"Young","1","supratidal"
580,2023-03-12 15:49:00,106.179,17.95,-0.794,"Young","1","supratidal"
582,2023-03-12 16:04:00,106.13,17.95,-0.799,"Young","1","supratidal"
583,2023-03-12 16:19:00,106.082,17.95,-0.805,"Young","1","supratidal"
584,2023-03-12 16:34:00,106.044,17.95,-0.81,"Young","1","supratidal"
585,2023-03-12 16:49:00,105.995,17.95,-0.816,"Young","1","supratidal"
587,2023-03-12 17:04:00,105.966,17.95,-0.818,"Young","1","supratidal"
588,2023-03-12 17:19:00,105.928,17.95,-0.82,"Young","1","supratidal"
589,2023-03-12 17:34:00,105.899,17.95,-0.822,"Young","1","supratidal"
590,2023-03-12 17:49:00,105.899,17.95,-0.82,"Young","1","supratidal"
591,2023-03-12 18:04:00,105.906,17.855,-0.817,"Young","1","supratidal"
592,2023-03-12 18:19:00,105.877,17.855,-0.818,"Young","1","supratidal"
593,2023-03-12 18:34:00,105.877,17.855,-0.817,"Young","1","supratidal"
594,2023-03-12 18:49:00,105.858,17.855,-0.817,"Young","1","supratidal"
596,2023-03-12 19:04:00,105.868,17.855,-0.814,"Young","1","supratidal"
597,2023-03-12 19:19:00,105.858,17.855,-0.813,"Young","1","supratidal"
598,2023-03-12 19:34:00,105.848,17.855,-0.812,"Young","1","supratidal"
599,2023-03-12 19:49:00,105.868,17.855,-0.809,"Young","1","supratidal"
601,2023-03-12 20:04:00,105.887,17.855,-0.805,"Young","1","supratidal"
602,2023-03-12 20:19:00,105.877,17.855,-0.805,"Young","1","supratidal"
603,2023-03-12 20:34:00,105.848,17.855,-0.807,"Young","1","supratidal"
604,2023-03-12 20:49:00,105.819,17.855,-0.808,"Young","1","supratidal"
606,2023-03-12 21:04:00,105.81,17.855,-0.808,"Young","1","supratidal"
607,2023-03-12 21:19:00,105.762,17.855,-0.813,"Young","1","supratidal"
608,2023-03-12 21:34:00,105.762,17.855,-0.813,"Young","1","supratidal"
609,2023-03-12 21:49:00,105.771,17.855,-0.811,"Young","1","supratidal"
611,2023-03-12 22:04:00,105.781,17.855,-0.81,"Young","1","supratidal"
612,2023-03-12 22:19:00,105.694,17.855,-0.82,"Young","1","supratidal"
613,2023-03-12 22:34:00,105.694,17.855,-0.82,"Young","1","supratidal"
614,2023-03-12 22:49:00,105.675,17.855,-0.823,"Young","1","supratidal"
616,2023-03-12 23:04:00,105.636,17.855,-0.828,"Young","1","supratidal"
617,2023-03-12 23:19:00,105.588,17.855,-0.834,"Young","1","supratidal"
618,2023-03-12 23:34:00,105.569,17.855,-0.837,"Young","1","supratidal"
619,2023-03-12 23:49:00,105.511,17.855,-0.845,"Young","1","supratidal"
620,2023-03-13 00:04:00,105.472,17.855,-0.85,"Young","1","supratidal"
621,2023-03-13 00:19:00,105.444,17.855,-0.854,"Young","1","supratidal"
622,2023-03-13 00:34:00,105.415,17.855,-0.859,"Young","1","supratidal"
623,2023-03-13 00:49:00,105.366,17.855,-0.865,"Young","1","supratidal"
625,2023-03-13 01:04:00,105.318,17.855,-0.872,"Young","1","supratidal"
626,2023-03-13 01:19:00,105.26,17.855,-0.88,"Young","1","supratidal"
627,2023-03-13 01:34:00,105.241,17.855,-0.884,"Young","1","supratidal"
628,2023-03-13 01:49:00,105.193,17.855,-0.891,"Young","1","supratidal"
630,2023-03-13 02:04:00,105.174,17.855,-0.895,"Young","1","supratidal"
