"sensorID","sampleNo","DateTime","temp","result_value","unit","parameter","region","transect","plot","tidal","Date_formatted","Year","DOY"
21445979,62,"5/9/23 03:00",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 03:00:00,2023,129
21445979,63,"5/9/23 03:15",22.08,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 03:15:00,2023,129
21445979,64,"5/9/23 03:30",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 03:30:00,2023,129
21445979,65,"5/9/23 03:45",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 03:45:00,2023,129
21445979,66,"5/9/23 04:00",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 04:00:00,2023,129
21445979,67,"5/9/23 04:15",22.08,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 04:15:00,2023,129
21445979,68,"5/9/23 04:30",22.08,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 04:30:00,2023,129
21445979,69,"5/9/23 04:45",22.09,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 04:45:00,2023,129
21445979,70,"5/9/23 05:00",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 05:00:00,2023,129
21445979,71,"5/9/23 05:15",22.08,1421,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 05:15:00,2023,129
21445979,72,"5/9/23 05:30",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 05:30:00,2023,129
21445979,73,"5/9/23 05:45",22.09,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 05:45:00,2023,129
21445979,74,"5/9/23 06:00",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 06:00:00,2023,129
21445979,75,"5/9/23 06:15",22.09,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 06:15:00,2023,129
21445979,76,"5/9/23 06:30",22.08,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 06:30:00,2023,129
21445979,77,"5/9/23 06:45",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 06:45:00,2023,129
21445979,78,"5/9/23 07:00",22.09,1420.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 07:00:00,2023,129
21445979,79,"5/9/23 07:15",22.09,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 07:15:00,2023,129
21445979,80,"5/9/23 07:30",22.09,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 07:30:00,2023,129
21445979,81,"5/9/23 07:45",22.09,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 07:45:00,2023,129
21445979,82,"5/9/23 08:00",22.09,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 08:00:00,2023,129
21445979,83,"5/9/23 08:15",22.08,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 08:15:00,2023,129
21445979,84,"5/9/23 08:30",22.08,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 08:30:00,2023,129
21445979,85,"5/9/23 08:45",22.08,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 08:45:00,2023,129
21445979,86,"5/9/23 09:00",22.07,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 09:00:00,2023,129
21445979,87,"5/9/23 09:15",22.07,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 09:15:00,2023,129
21445979,88,"5/9/23 09:30",22.07,1420.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 09:30:00,2023,129
21445979,89,"5/9/23 09:45",22.06,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 09:45:00,2023,129
21445979,90,"5/9/23 10:00",22.06,1420.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 10:00:00,2023,129
21445979,91,"5/9/23 10:15",22.06,1421,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 10:15:00,2023,129
21445979,92,"5/9/23 10:30",22.04,1420.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 10:30:00,2023,129
21445979,93,"5/9/23 10:45",22.04,1421,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 10:45:00,2023,129
21445979,94,"5/9/23 11:00",22.04,1420.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 11:00:00,2023,129
21445979,95,"5/9/23 11:15",22.04,1421,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 11:15:00,2023,129
21445979,96,"5/9/23 11:30",22.04,1421.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 11:30:00,2023,129
21445979,97,"5/9/23 11:45",22.04,1421.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 11:45:00,2023,129
21445979,98,"5/9/23 12:00",22.04,1421.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 12:00:00,2023,129
21445979,99,"5/9/23 12:15",22.06,1422.3,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 12:15:00,2023,129
21445979,100,"5/9/23 12:30",22.06,1422.7,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 12:30:00,2023,129
21445979,101,"5/9/23 12:45",22.06,1422.7,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 12:45:00,2023,129
21445979,102,"5/9/23 13:00",22.07,1423.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 13:00:00,2023,129
21445979,103,"5/9/23 13:15",22.07,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 13:15:00,2023,129
21445979,104,"5/9/23 13:30",22.07,1423.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 13:30:00,2023,129
21445979,105,"5/9/23 13:45",22.08,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 13:45:00,2023,129
21445979,106,"5/9/23 14:00",22.08,1423.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 14:00:00,2023,129
21445979,107,"5/9/23 14:15",22.08,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 14:15:00,2023,129
21445979,108,"5/9/23 14:30",22.08,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 14:30:00,2023,129
21445979,109,"5/9/23 14:45",22.08,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 14:45:00,2023,129
21445979,110,"5/9/23 15:00",22.08,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 15:00:00,2023,129
21445979,111,"5/9/23 15:15",22.08,1423.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 15:15:00,2023,129
21445979,112,"5/9/23 15:30",22.08,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 15:30:00,2023,129
21445979,113,"5/9/23 15:45",22.07,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 15:45:00,2023,129
21445979,114,"5/9/23 16:00",22.08,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 16:00:00,2023,129
21445979,115,"5/9/23 16:15",22.08,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 16:15:00,2023,129
21445979,116,"5/9/23 16:30",22.08,1424.3,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 16:30:00,2023,129
21445979,117,"5/9/23 16:45",22.09,1424.3,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 16:45:00,2023,129
21445979,118,"5/9/23 17:00",22.07,1424.4,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 17:00:00,2023,129
21445979,119,"5/9/23 17:15",22.07,1424.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 17:15:00,2023,129
21445979,120,"5/9/23 17:30",22.08,1424.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 17:30:00,2023,129
21445979,121,"5/9/23 17:45",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 17:45:00,2023,129
21445979,122,"5/9/23 18:00",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 18:00:00,2023,129
21445979,123,"5/9/23 18:15",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 18:15:00,2023,129
21445979,124,"5/9/23 18:30",22.08,1425.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 18:30:00,2023,129
21445979,125,"5/9/23 18:45",22.08,1424.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 18:45:00,2023,129
21445979,126,"5/9/23 19:00",22.08,1425.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 19:00:00,2023,129
21445979,127,"5/9/23 19:15",22.08,1425.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 19:15:00,2023,129
21445979,128,"5/9/23 19:30",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 19:30:00,2023,129
21445979,129,"5/9/23 19:45",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 19:45:00,2023,129
21445979,130,"5/9/23 20:00",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 20:00:00,2023,129
21445979,131,"5/9/23 20:15",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 20:15:00,2023,129
21445979,132,"5/9/23 20:30",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 20:30:00,2023,129
21445979,133,"5/9/23 20:45",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 20:45:00,2023,129
21445979,134,"5/9/23 21:00",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 21:00:00,2023,129
21445979,135,"5/9/23 21:15",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 21:15:00,2023,129
21445979,136,"5/9/23 21:30",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 21:30:00,2023,129
21445979,137,"5/9/23 21:45",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 21:45:00,2023,129
21445979,138,"5/9/23 22:00",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 22:00:00,2023,129
21445979,139,"5/9/23 22:15",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 22:15:00,2023,129
21445979,140,"5/9/23 22:30",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 22:30:00,2023,129
21445979,141,"5/9/23 22:45",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 22:45:00,2023,129
21445979,142,"5/9/23 23:00",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 23:00:00,2023,129
21445979,143,"5/9/23 23:15",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 23:15:00,2023,129
21445979,144,"5/9/23 23:30",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 23:30:00,2023,129
21445979,145,"5/9/23 23:45",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-09 23:45:00,2023,129
21445979,146,"5/10/23 00:00",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10,2023,130
21445979,147,"5/10/23 00:15",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 00:15:00,2023,130
21445979,148,"5/10/23 00:30",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 00:30:00,2023,130
21445979,149,"5/10/23 00:45",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 00:45:00,2023,130
21445979,150,"5/10/23 01:00",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 01:00:00,2023,130
21445979,151,"5/10/23 01:15",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 01:15:00,2023,130
21445979,152,"5/10/23 01:30",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 01:30:00,2023,130
21445979,153,"5/10/23 01:45",22.08,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 01:45:00,2023,130
21445979,154,"5/10/23 02:00",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 02:00:00,2023,130
21445979,155,"5/10/23 02:15",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 02:15:00,2023,130
21445979,156,"5/10/23 02:30",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 02:30:00,2023,130
21445979,157,"5/10/23 02:45",22.07,1425.6,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 02:45:00,2023,130
21445979,158,"5/10/23 03:00",22.07,1425.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 03:00:00,2023,130
21445979,159,"5/10/23 03:15",22.07,1425.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 03:15:00,2023,130
21445979,160,"5/10/23 03:30",22.07,1425.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 03:30:00,2023,130
21445979,161,"5/10/23 03:45",22.07,1425.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 03:45:00,2023,130
21445979,162,"5/10/23 04:00",22.07,1424.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 04:00:00,2023,130
21445979,163,"5/10/23 04:15",22.07,1424.4,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 04:15:00,2023,130
21445979,164,"5/10/23 04:30",22.07,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 04:30:00,2023,130
21445979,165,"5/10/23 04:45",22.07,1423.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 04:45:00,2023,130
21445979,166,"5/10/23 05:00",22.07,1423.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 05:00:00,2023,130
21445979,167,"5/10/23 05:15",22.07,1423.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 05:15:00,2023,130
21445979,168,"5/10/23 05:30",22.07,1423.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 05:30:00,2023,130
21445979,169,"5/10/23 05:45",22.07,1423.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 05:45:00,2023,130
21445979,170,"5/10/23 06:00",22.07,1423.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 06:00:00,2023,130
21445979,171,"5/10/23 06:15",22.06,1423.1,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 06:15:00,2023,130
21445979,172,"5/10/23 06:30",22.06,1422.7,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 06:30:00,2023,130
21445979,173,"5/10/23 06:45",22.06,1422.7,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 06:45:00,2023,130
21445979,174,"5/10/23 07:00",22.06,1422.7,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 07:00:00,2023,130
21445979,175,"5/10/23 07:15",22.06,1422.7,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 07:15:00,2023,130
21445979,176,"5/10/23 07:30",22.06,1422.7,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 07:30:00,2023,130
21445979,177,"5/10/23 07:45",22.06,1421.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 07:45:00,2023,130
21445979,178,"5/10/23 08:00",22.06,1421.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 08:00:00,2023,130
21445979,179,"5/10/23 08:15",22.06,1421.9,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 08:15:00,2023,130
21445979,180,"5/10/23 08:30",22.06,1421.4,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 08:30:00,2023,130
21445979,181,"5/10/23 08:45",22.06,1421.4,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 08:45:00,2023,130
21445979,182,"5/10/23 09:00",22.06,1421.4,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 09:00:00,2023,130
21445979,183,"5/10/23 09:15",22.04,1421.5,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 09:15:00,2023,130
21445979,184,"5/10/23 09:30",22.06,1421,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 09:30:00,2023,130
21445979,185,"5/10/23 09:45",22.06,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 09:45:00,2023,130
21445979,186,"5/10/23 10:00",22.04,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 10:00:00,2023,130
21445979,187,"5/10/23 10:15",22.04,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 10:15:00,2023,130
21445979,188,"5/10/23 10:30",22.04,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 10:30:00,2023,130
21445979,189,"5/10/23 10:45",22.04,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 10:45:00,2023,130
21445979,190,"5/10/23 11:00",22.03,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 11:00:00,2023,130
21445979,191,"5/10/23 11:15",22.03,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 11:15:00,2023,130
21445979,192,"5/10/23 11:30",22.03,1419.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 11:30:00,2023,130
21445979,193,"5/10/23 11:45",22.03,1419.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 11:45:00,2023,130
21445979,194,"5/10/23 12:00",22.03,1419.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 12:00:00,2023,130
21445979,195,"5/10/23 12:15",22.03,1419.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 12:15:00,2023,130
21445979,196,"5/10/23 12:30",22.03,1420.2,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 12:30:00,2023,130
21445979,197,"5/10/23 12:45",22.03,1419.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 12:45:00,2023,130
21445979,198,"5/10/23 13:00",22.03,1419.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 13:00:00,2023,130
21445979,199,"5/10/23 13:15",22.03,1419.8,"uS/CM","SpC","WLD","Old",5,"subtidal",2023-05-10 13:15:00,2023,130
