#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Ch: 2 - Millivolts   (mv),Ch: 3 - pH   (pH)
249,3/11/23 04:34,17.75,-5.77,6.89
250,3/11/23 04:49,17.75,-5.77,6.89
251,3/11/23 05:04,17.75,-5.75,6.89
252,3/11/23 05:19,17.75,-5.72,6.89
253,3/11/23 05:34,17.75,-5.67,6.89
254,3/11/23 05:49,17.75,-5.63,6.89
255,3/11/23 06:04,17.75,-5.59,6.89
256,3/11/23 06:19,17.75,-5.16,6.88
257,3/11/23 06:34,17.75,-5.25,6.88
258,3/11/23 06:49,17.75,-5.3,6.88
259,3/11/23 07:04,17.75,-5.27,6.88
260,3/11/23 07:19,17.75,-5.25,6.88
261,3/11/23 07:34,17.77,-5.22,6.88
262,3/11/23 07:49,17.77,-5.19,6.88
263,3/11/23 08:04,17.77,-5.2,6.88
264,3/11/23 08:19,17.77,-5.2,6.88
265,3/11/23 08:34,17.77,-5.2,6.88
266,3/11/23 08:49,17.77,-5.19,6.88
267,3/11/23 09:04,17.77,-5.19,6.88
268,3/11/23 09:19,17.77,-5.17,6.88
269,3/11/23 09:34,17.77,-5.16,6.88
270,3/11/23 09:49,17.77,-5.16,6.88
271,3/11/23 10:04,17.77,-5.19,6.88
272,3/11/23 10:19,17.77,-5.17,6.88
273,3/11/23 10:34,17.77,-5.14,6.88
274,3/11/23 10:49,17.8,-5.16,6.88
275,3/11/23 11:04,17.8,-5.16,6.88
276,3/11/23 11:19,17.8,-5.16,6.88
277,3/11/23 11:34,17.8,-5.16,6.88
278,3/11/23 11:49,17.8,-5.16,6.88
279,3/11/23 12:04,17.8,-5.17,6.88
280,3/11/23 12:19,17.8,-5.17,6.88
281,3/11/23 12:34,17.8,-5.19,6.88
282,3/11/23 12:49,17.8,-5.2,6.88
283,3/11/23 13:04,17.77,-5.19,6.88
284,3/11/23 13:19,17.77,-5.3,6.88
285,3/11/23 13:34,17.77,-5.33,6.89
286,3/11/23 13:49,17.77,-5.34,6.89
287,3/11/23 14:04,17.77,-5.33,6.89
288,3/11/23 14:19,17.77,-5.31,6.88
289,3/11/23 14:34,17.77,-5.42,6.89
290,3/11/23 14:49,17.75,-5.42,6.89
291,3/11/23 15:04,17.75,-5.36,6.89
292,3/11/23 15:19,17.75,-5.38,6.89
293,3/11/23 15:34,17.75,-5.38,6.89
294,3/11/23 15:49,17.75,-5.45,6.89
295,3/11/23 16:04,17.75,-5.31,6.88
296,3/11/23 16:19,17.75,-5.23,6.88
297,3/11/23 16:34,17.75,-5.22,6.88
298,3/11/23 16:49,17.75,-5.22,6.88
299,3/11/23 17:04,17.75,-5.2,6.88
300,3/11/23 17:19,17.75,-5.23,6.88
301,3/11/23 17:34,17.75,-5.27,6.88
302,3/11/23 17:49,17.75,-5.28,6.88
303,3/11/23 18:04,17.75,-5.3,6.88
304,3/11/23 18:19,17.75,-5.31,6.88
305,3/11/23 18:34,17.75,-5.3,6.88
306,3/11/23 18:49,17.75,-5.3,6.88
307,3/11/23 19:04,17.75,-5.3,6.88
308,3/11/23 19:19,17.75,-5.28,6.88
309,3/11/23 19:34,17.75,-5.28,6.88
310,3/11/23 19:49,17.75,-5.28,6.88
311,3/11/23 20:04,17.75,-5.28,6.88
312,3/11/23 20:19,17.75,-5.31,6.88
313,3/11/23 20:34,17.75,-5.34,6.89
314,3/11/23 20:49,17.75,-5.34,6.89
315,3/11/23 21:04,17.75,-5.33,6.89
316,3/11/23 21:19,17.75,-5.31,6.88
317,3/11/23 21:34,17.75,-5.28,6.88
318,3/11/23 21:49,17.75,-5.25,6.88
319,3/11/23 22:04,17.75,-5.23,6.88
320,3/11/23 22:19,17.75,-5.22,6.88
321,3/11/23 22:34,17.75,-5.22,6.88
322,3/11/23 22:49,17.75,-5.27,6.88
323,3/11/23 23:04,17.75,-5.33,6.89
324,3/11/23 23:19,17.75,-5.39,6.89
325,3/11/23 23:34,17.75,-5.45,6.89
326,3/11/23 23:49,17.75,-5.48,6.89
327,3/12/23 00:04,17.75,-5.5,6.89
328,3/12/23 00:19,17.75,-5.53,6.89
329,3/12/23 00:34,17.75,-5.55,6.89
330,3/12/23 00:49,17.72,-5.56,6.89
331,3/12/23 01:04,17.72,-5.55,6.89
332,3/12/23 01:19,17.72,-5.55,6.89
333,3/12/23 01:34,17.72,-5.56,6.89
334,3/12/23 01:49,17.72,-5.58,6.89
335,3/12/23 03:04,17.72,-5.58,6.89
336,3/12/23 03:19,17.72,-5.59,6.89
337,3/12/23 03:34,17.72,-5.59,6.89
338,3/12/23 03:49,17.72,-5.59,6.89
339,3/12/23 04:04,17.72,-5.59,6.89
340,3/12/23 04:19,17.72,-5.58,6.89
341,3/12/23 04:34,17.72,-5.59,6.89
342,3/12/23 04:49,17.72,-5.59,6.89
343,3/12/23 05:04,17.72,-5.61,6.89
344,3/12/23 05:19,17.72,-5.59,6.89
345,3/12/23 05:34,17.72,-5.58,6.89
346,3/12/23 05:49,17.7,-5.55,6.89
347,3/12/23 06:04,17.7,-5.53,6.89
348,3/12/23 06:19,17.7,-5.53,6.89
349,3/12/23 06:34,17.7,-5.52,6.89
350,3/12/23 06:49,17.7,-6.02,6.9
351,3/12/23 07:04,17.7,-6.41,6.91
352,3/12/23 07:19,17.7,-6.47,6.91
353,3/12/23 07:34,17.7,-6.38,6.91
354,3/12/23 07:49,17.68,-6.27,6.9
355,3/12/23 08:04,17.68,-6.03,6.9
356,3/12/23 08:19,17.68,-5.98,6.9
357,3/12/23 08:34,17.68,-5.98,6.9
358,3/12/23 08:49,17.68,-5.91,6.9
359,3/12/23 09:04,17.68,-5.89,6.9
360,3/12/23 09:19,17.68,-5.84,6.9
361,3/12/23 09:34,17.68,-5.73,6.89
362,3/12/23 09:49,17.68,-5.55,6.89
363,3/12/23 10:04,17.68,-5.44,6.89
364,3/12/23 10:19,17.68,-5.48,6.89
365,3/12/23 10:34,17.68,-5.48,6.89
366,3/12/23 10:49,17.68,-5.42,6.89
367,3/12/23 11:04,17.68,-5.25,6.88
368,3/12/23 11:19,17.68,-5.09,6.88
369,3/12/23 11:34,17.68,-5.11,6.88
370,3/12/23 11:49,17.68,-5.16,6.88
371,3/12/23 12:04,17.68,-5.17,6.88
372,3/12/23 12:19,17.68,-5.19,6.88
373,3/12/23 12:34,17.68,-5.2,6.88
374,3/12/23 12:49,17.68,-5.25,6.88
375,3/12/23 13:04,17.68,-5.31,6.88
376,3/12/23 13:19,17.68,-5.27,6.88
377,3/12/23 13:34,17.68,-5.25,6.88
378,3/12/23 13:49,17.68,-5.23,6.88
379,3/12/23 14:04,17.68,-5.23,6.88
380,3/12/23 14:19,17.68,-5.22,6.88
381,3/12/23 14:34,17.65,-5.22,6.88
382,3/12/23 14:49,17.65,-5.23,6.88
383,3/12/23 15:04,17.65,-5.23,6.88
384,3/12/23 15:19,17.65,-5.25,6.88
385,3/12/23 15:34,17.65,-5.28,6.88
386,3/12/23 15:49,17.65,-5.3,6.88
387,3/12/23 16:04,17.65,-5.31,6.88
388,3/12/23 16:19,17.65,-5.31,6.88
389,3/12/23 16:34,17.65,-5.3,6.88
390,3/12/23 16:49,17.65,-5.3,6.88
391,3/12/23 17:04,17.63,-5.3,6.88
392,3/12/23 17:19,17.63,-5.3,6.88
393,3/12/23 17:34,17.63,-5.3,6.88
394,3/12/23 17:49,17.63,-5.3,6.88
395,3/12/23 18:04,17.63,-5.28,6.88
396,3/12/23 18:19,17.63,-5.23,6.88
397,3/12/23 18:34,17.63,-5.23,6.88
398,3/12/23 18:49,17.63,-5.22,6.88
399,3/12/23 19:04,17.63,-5.23,6.88
400,3/12/23 19:19,17.63,-5.25,6.88
401,3/12/23 19:34,17.63,-5.28,6.88
402,3/12/23 19:49,17.63,-5.3,6.88
403,3/12/23 20:04,17.63,-5.33,6.89
404,3/12/23 20:19,17.61,-5.34,6.89
405,3/12/23 20:34,17.61,-5.36,6.89
406,3/12/23 20:49,17.61,-5.36,6.89
407,3/12/23 21:04,17.61,-5.36,6.89
408,3/12/23 21:19,17.61,-5.33,6.89
409,3/12/23 21:34,17.61,-5.3,6.88
410,3/12/23 21:49,17.61,-5.3,6.88
411,3/12/23 22:04,17.61,-5.31,6.88
412,3/12/23 22:19,17.61,-5.33,6.89
413,3/12/23 22:34,17.61,-5.36,6.89
414,3/12/23 22:49,17.61,-5.38,6.89
415,3/12/23 23:04,17.61,-5.38,6.89
416,3/12/23 23:19,17.61,-5.42,6.89
417,3/12/23 23:34,17.61,-5.5,6.89
418,3/12/23 23:49,17.61,-5.55,6.89
419,3/13/23 00:04,17.61,-5.56,6.89
420,3/13/23 00:19,17.61,-5.56,6.89
421,3/13/23 00:34,17.61,-5.55,6.89
422,3/13/23 00:49,17.61,-5.53,6.89
423,3/13/23 01:04,17.61,-5.48,6.89
424,3/13/23 01:19,17.61,-5.47,6.89
425,3/13/23 01:34,17.61,-5.58,6.89
426,3/13/23 01:49,17.61,-5.75,6.89
427,3/13/23 02:04,17.58,-5.94,6.9
428,3/13/23 02:19,17.51,-6.11,6.9
429,3/13/23 02:34,17.46,-6.34,6.9
430,3/13/23 02:49,17.44,-6.34,6.9
431,3/13/23 03:04,17.44,-6.52,6.91
432,3/13/23 03:19,17.42,-6.97,6.92
433,3/13/23 03:34,17.42,-7.59,6.93
434,3/13/23 03:49,17.39,-8.02,6.94
435,3/13/23 04:04,17.39,-8.34,6.94
436,3/13/23 04:19,17.34,-8.58,6.95
437,3/13/23 04:34,17.32,-8.7,6.95
438,3/13/23 04:49,17.3,-8.72,6.95
439,3/13/23 05:04,17.27,-8.78,6.95
440,3/13/23 05:19,17.25,-8.83,6.95
441,3/13/23 05:34,17.2,-8.89,6.95
442,3/13/23 05:49,17.18,-8.97,6.95
443,3/13/23 06:04,17.15,-9.06,6.96
444,3/13/23 06:19,17.13,-9.08,6.96
445,3/13/23 06:34,17.08,-9.13,6.96
446,3/13/23 06:49,17.06,-9.2,6.96
447,3/13/23 07:04,17.01,-9.2,6.96
448,3/13/23 07:19,16.96,-9.27,6.96
449,3/13/23 07:34,16.94,-9.36,6.96
450,3/13/23 07:49,16.92,-9.5,6.96
451,3/13/23 08:04,16.89,-9.61,6.97
452,3/13/23 08:19,16.87,-9.75,6.97
453,3/13/23 08:34,16.82,-9.88,6.97
454,3/13/23 08:49,16.8,-10.03,6.97
455,3/13/23 09:04,16.77,-10.09,6.98
456,3/13/23 09:19,16.77,-9.2,6.96
457,3/13/23 09:34,16.72,-6.72,6.91
458,3/13/23 09:49,16.8,-5.38,6.89
459,3/13/23 10:04,16.92,-6.02,6.9
460,3/13/23 10:19,17.15,-6.61,6.91
461,3/13/23 10:34,17.27,-6.8,6.91
462,3/13/23 10:49,17.34,-6.84,6.91
463,3/13/23 11:04,17.37,-6.89,6.91
464,3/13/23 11:19,17.39,-6.95,6.92
465,3/13/23 11:34,17.42,-6.98,6.92
466,3/13/23 11:49,17.42,-7,6.92
467,3/13/23 12:04,17.42,-7,6.92
468,3/13/23 12:19,17.42,-6.94,6.92
469,3/13/23 12:34,17.39,-6.91,6.92
470,3/13/23 12:49,17.39,-6.86,6.91
471,3/13/23 13:04,17.34,-6.81,6.91
472,3/13/23 13:19,17.3,-6.77,6.91
473,3/13/23 13:34,17.22,-6.75,6.91
474,3/13/23 13:49,17.13,-6.75,6.91
475,3/13/23 14:04,17.06,-6.75,6.91
476,3/13/23 14:19,16.96,-6.75,6.91
477,3/13/23 14:34,16.94,-6.73,6.91
478,3/13/23 14:49,16.96,-6.73,6.91
479,3/13/23 15:04,17.01,-6.7,6.91
480,3/13/23 15:19,17.13,-6.63,6.91
481,3/13/23 15:34,17.22,-6.64,6.91
482,3/13/23 15:49,17.3,-6.72,6.91
483,3/13/23 16:04,17.32,-6.78,6.91
484,3/13/23 16:19,17.34,-7.38,6.92
485,3/13/23 16:34,17.37,-7.33,6.92
486,3/13/23 16:49,17.37,-7.06,6.92
487,3/13/23 17:04,17.39,-6.73,6.91
488,3/13/23 17:19,17.39,-6.55,6.91
489,3/13/23 17:34,17.39,-6.58,6.91
490,3/13/23 17:49,17.39,-6.63,6.91
491,3/13/23 18:04,17.37,-6.64,6.91
492,3/13/23 18:19,17.37,-6.67,6.91
493,3/13/23 18:34,17.37,-6.67,6.91
494,3/13/23 18:49,17.37,-6.52,6.91
495,3/13/23 19:04,17.37,-6.53,6.91
496,3/13/23 19:19,17.37,-6.41,6.91
497,3/13/23 19:34,17.34,-6.3,6.9
498,3/13/23 19:49,17.34,-6.05,6.9
499,3/13/23 20:04,17.34,-5.77,6.89
500,3/13/23 20:19,17.32,-5.63,6.89
501,3/13/23 20:34,17.32,-5.58,6.89
502,3/13/23 20:49,17.32,-5.55,6.89
503,3/13/23 21:04,17.3,-5.63,6.89
504,3/13/23 21:19,17.3,-5.7,6.89
505,3/13/23 21:34,17.3,-5.67,6.89
506,3/13/23 21:49,17.27,-5.53,6.89
507,3/13/23 22:04,17.27,-5.58,6.89
508,3/13/23 22:19,17.27,-5.7,6.89
509,3/13/23 22:34,17.27,-5.84,6.89
510,3/13/23 22:49,17.27,-5.89,6.9
511,3/13/23 23:04,17.27,-5.94,6.9
512,3/13/23 23:19,17.27,-5.97,6.9
513,3/13/23 23:34,17.27,-5.98,6.9
514,3/13/23 23:49,17.27,-6.02,6.9
515,3/14/23 00:04,17.27,-6.05,6.9
516,3/14/23 00:19,17.27,-6.13,6.9
517,3/14/23 00:34,17.25,-6.17,6.9
518,3/14/23 00:49,17.25,-6.23,6.9
519,3/14/23 01:04,17.03,-6.27,6.9
520,3/14/23 01:19,16.96,-6.28,6.9
521,3/14/23 01:34,17.01,-6.31,6.9
522,3/14/23 01:49,16.84,-6.3,6.9
523,3/14/23 02:04,16.7,-6.31,6.9
524,3/14/23 02:19,16.65,-6.39,6.91
525,3/14/23 02:34,16.61,-7.14,6.92
526,3/14/23 02:49,16.39,-7.59,6.93
527,3/14/23 03:04,16.18,-7.66,6.93
528,3/14/23 03:19,15.63,-7.56,6.93
529,3/14/23 03:34,15.46,-8.02,6.94
530,3/14/23 03:49,15.56,-8.5,6.95
531,3/14/23 04:04,15.58,-9.55,6.97
532,3/14/23 04:19,15.58,-11.03,6.99
533,3/14/23 04:34,15.6,-11.95,7.01
534,3/14/23 04:49,15.65,-12.48,7.02
535,3/14/23 05:04,15.68,-12.69,7.03
536,3/14/23 05:19,15.68,-12.86,7.03
537,3/14/23 05:34,15.68,-12.86,7.03
538,3/14/23 05:49,15.7,-13.02,7.03
539,3/14/23 06:04,15.65,-13.06,7.03
540,3/14/23 06:19,15.63,-13.22,7.04
541,3/14/23 06:34,15.63,-13.25,7.04
542,3/14/23 06:49,15.63,-13.31,7.04
543,3/14/23 07:04,15.63,-13.2,7.04
544,3/14/23 07:19,15.68,-13.28,7.04
545,3/14/23 07:34,15.65,-12.91,7.03
546,3/14/23 07:49,15.56,-12.89,7.03
547,3/14/23 08:04,15.46,-12.8,7.03
548,3/14/23 08:19,15.34,-11.7,7.01
549,3/14/23 08:34,15.29,-7.8,6.93
550,3/14/23 08:49,15.94,-8.28,6.94
551,3/14/23 09:04,16.49,-8.22,6.94
552,3/14/23 09:19,16.68,-7.72,6.93
553,3/14/23 09:34,16.77,-7.61,6.93
554,3/14/23 09:49,16.82,-7.47,6.93
555,3/14/23 10:04,16.87,-7.33,6.92
