"sampleNo","DateTime","raw_EC","temp","adjusted_SpC","transect","plot","tidal"
41,2023-03-09 21:17:00,1334.7,17.59,1497.4,"Young","1","supratidal"
42,2023-03-09 21:32:00,1335.1,17.59,1497.8,"Young","1","supratidal"
43,2023-03-09 21:47:00,1335.1,17.59,1497.8,"Young","1","supratidal"
44,2023-03-09 22:02:00,1335.1,17.6,1497.5,"Young","1","supratidal"
45,2023-03-09 22:17:00,1335.1,17.6,1497.5,"Young","1","supratidal"
46,2023-03-09 22:32:00,1335.5,17.6,1497.9,"Young","1","supratidal"
47,2023-03-09 22:47:00,1335.9,17.61,1498,"Young","1","supratidal"
48,2023-03-09 23:02:00,1335.9,17.61,1498,"Young","1","supratidal"
49,2023-03-09 23:17:00,1336.7,17.63,1498.2,"Young","1","supratidal"
50,2023-03-09 23:32:00,1336.3,17.63,1497.8,"Young","1","supratidal"
51,2023-03-09 23:47:00,1336.7,17.64,1497.9,"Young","1","supratidal"
52,2023-03-10 00:02:00,1337.1,17.64,1498.3,"Young","1","supratidal"
53,2023-03-10 00:17:00,1337.1,17.65,1497.9,"Young","1","supratidal"
54,2023-03-10 00:32:00,1337.1,17.66,1497.6,"Young","1","supratidal"
55,2023-03-10 00:47:00,1337.5,17.66,1498,"Young","1","supratidal"
56,2023-03-10 01:02:00,1337.5,17.68,1497.3,"Young","1","supratidal"
57,2023-03-10 01:17:00,1337.9,17.68,1497.8,"Young","1","supratidal"
58,2023-03-10 01:32:00,1338.3,17.69,1497.9,"Young","1","supratidal"
59,2023-03-10 01:47:00,1338.3,17.69,1497.9,"Young","1","supratidal"
60,2023-03-10 02:02:00,1338.3,17.7,1497.5,"Young","1","supratidal"
61,2023-03-10 02:17:00,1338.3,17.7,1497.5,"Young","1","supratidal"
62,2023-03-10 02:32:00,1338.7,17.72,1497.3,"Young","1","supratidal"
63,2023-03-10 02:47:00,1339.5,17.73,1497.8,"Young","1","supratidal"
64,2023-03-10 03:02:00,1339.5,17.73,1497.8,"Young","1","supratidal"
65,2023-03-10 03:17:00,1339.5,17.74,1497.5,"Young","1","supratidal"
66,2023-03-10 03:32:00,1340.3,17.74,1498.4,"Young","1","supratidal"
67,2023-03-10 03:47:00,1340.3,17.74,1498.4,"Young","1","supratidal"
68,2023-03-10 04:02:00,1340.7,17.74,1498.8,"Young","1","supratidal"
69,2023-03-10 04:17:00,1340.7,17.75,1498.4,"Young","1","supratidal"
70,2023-03-10 04:32:00,1340.7,17.75,1498.4,"Young","1","supratidal"
71,2023-03-10 04:47:00,1340.7,17.75,1498.4,"Young","1","supratidal"
72,2023-03-10 05:02:00,1340.3,17.75,1498,"Young","1","supratidal"
73,2023-03-10 05:17:00,1340.7,17.75,1498.4,"Young","1","supratidal"
74,2023-03-10 05:32:00,1340.3,17.75,1498,"Young","1","supratidal"
75,2023-03-10 05:47:00,1340.3,17.75,1498,"Young","1","supratidal"
76,2023-03-10 06:02:00,1340.3,17.75,1498,"Young","1","supratidal"
77,2023-03-10 06:17:00,1340.7,17.75,1498.4,"Young","1","supratidal"
78,2023-03-10 06:32:00,1340.2,17.77,1497.2,"Young","1","supratidal"
79,2023-03-10 06:47:00,1340.7,17.77,1497.7,"Young","1","supratidal"
80,2023-03-10 07:02:00,1340.7,17.77,1497.7,"Young","1","supratidal"
81,2023-03-10 07:17:00,1341.1,17.77,1498.2,"Young","1","supratidal"
82,2023-03-10 07:32:00,1341.1,17.78,1497.8,"Young","1","supratidal"
83,2023-03-10 07:47:00,1341.4,17.79,1497.8,"Young","1","supratidal"
84,2023-03-10 08:02:00,1341.8,17.81,1497.6,"Young","1","supratidal"
85,2023-03-10 08:17:00,1341.8,17.82,1497.2,"Young","1","supratidal"
86,2023-03-10 08:32:00,1342.2,17.82,1497.7,"Young","1","supratidal"
87,2023-03-10 08:47:00,1342.2,17.83,1497.3,"Young","1","supratidal"
88,2023-03-10 09:02:00,1342.6,17.83,1497.7,"Young","1","supratidal"
89,2023-03-10 09:17:00,1342.6,17.84,1497.4,"Young","1","supratidal"
90,2023-03-10 09:32:00,1343,17.84,1497.8,"Young","1","supratidal"
91,2023-03-10 09:47:00,1343.4,17.86,1497.6,"Young","1","supratidal"
92,2023-03-10 10:02:00,1343.4,17.86,1497.6,"Young","1","supratidal"
93,2023-03-10 10:17:00,1343.8,17.87,1497.7,"Young","1","supratidal"
94,2023-03-10 10:32:00,1343.8,17.87,1497.7,"Young","1","supratidal"
95,2023-03-10 10:47:00,1343.8,17.88,1497.3,"Young","1","supratidal"
96,2023-03-10 11:02:00,1343.8,17.88,1497.3,"Young","1","supratidal"
97,2023-03-10 11:17:00,1343.8,17.9,1496.6,"Young","1","supratidal"
98,2023-03-10 11:32:00,1344.2,17.88,1497.8,"Young","1","supratidal"
99,2023-03-10 11:47:00,1344.6,17.88,1498.2,"Young","1","supratidal"
100,2023-03-10 12:02:00,1344.6,17.9,1497.5,"Young","1","supratidal"
101,2023-03-10 12:17:00,1345,17.9,1498,"Young","1","supratidal"
102,2023-03-10 12:32:00,1344.6,17.9,1497.5,"Young","1","supratidal"
103,2023-03-10 12:47:00,1345,17.9,1498,"Young","1","supratidal"
104,2023-03-10 13:02:00,1345,17.9,1498,"Young","1","supratidal"
105,2023-03-10 13:17:00,1345,17.91,1497.6,"Young","1","supratidal"
106,2023-03-10 13:32:00,1345,17.91,1497.6,"Young","1","supratidal"
107,2023-03-10 13:47:00,1345,17.9,1498,"Young","1","supratidal"
108,2023-03-10 14:02:00,1345,17.9,1498,"Young","1","supratidal"
109,2023-03-10 14:17:00,1345,17.91,1497.6,"Young","1","supratidal"
110,2023-03-10 14:32:00,1345,17.91,1497.6,"Young","1","supratidal"
111,2023-03-10 14:47:00,1345,17.91,1497.6,"Young","1","supratidal"
112,2023-03-10 15:02:00,1345,17.91,1497.6,"Young","1","supratidal"
113,2023-03-10 15:17:00,1345,17.9,1498,"Young","1","supratidal"
114,2023-03-10 15:32:00,1345,17.91,1497.6,"Young","1","supratidal"
115,2023-03-10 15:47:00,1345,17.91,1497.6,"Young","1","supratidal"
116,2023-03-10 16:02:00,1345,17.91,1497.6,"Young","1","supratidal"
117,2023-03-10 16:17:00,1345,17.91,1497.6,"Young","1","supratidal"
118,2023-03-10 16:32:00,1345,17.9,1498,"Young","1","supratidal"
119,2023-03-10 16:47:00,1345,17.9,1498,"Young","1","supratidal"
120,2023-03-10 17:02:00,1345,17.9,1498,"Young","1","supratidal"
121,2023-03-10 17:17:00,1344.6,17.91,1497.2,"Young","1","supratidal"
122,2023-03-10 17:32:00,1344.6,17.9,1497.5,"Young","1","supratidal"
123,2023-03-10 17:47:00,1345,17.9,1498,"Young","1","supratidal"
124,2023-03-10 18:02:00,1344.6,17.9,1497.5,"Young","1","supratidal"
125,2023-03-10 18:17:00,1344.2,17.9,1497.1,"Young","1","supratidal"
126,2023-03-10 18:32:00,1344.6,17.9,1497.5,"Young","1","supratidal"
127,2023-03-10 18:47:00,1344.6,17.9,1497.5,"Young","1","supratidal"
128,2023-03-10 19:02:00,1344.6,17.9,1497.5,"Young","1","supratidal"
129,2023-03-10 19:17:00,1344.6,17.9,1497.5,"Young","1","supratidal"
130,2023-03-10 19:32:00,1344.6,17.9,1497.5,"Young","1","supratidal"
131,2023-03-10 19:47:00,1344.6,17.9,1497.5,"Young","1","supratidal"
132,2023-03-10 20:02:00,1344.6,17.9,1497.5,"Young","1","supratidal"
133,2023-03-10 20:17:00,1344.6,17.9,1497.5,"Young","1","supratidal"
134,2023-03-10 20:32:00,1345,17.9,1498,"Young","1","supratidal"
135,2023-03-10 20:47:00,1344.6,17.9,1497.5,"Young","1","supratidal"
136,2023-03-10 21:02:00,1344.6,17.9,1497.5,"Young","1","supratidal"
137,2023-03-10 21:17:00,1344.6,17.9,1497.5,"Young","1","supratidal"
138,2023-03-10 21:32:00,1344.6,17.9,1497.5,"Young","1","supratidal"
139,2023-03-10 21:47:00,1345,17.9,1498,"Young","1","supratidal"
140,2023-03-10 22:02:00,1345,17.91,1497.6,"Young","1","supratidal"
141,2023-03-10 22:17:00,1345,17.91,1497.6,"Young","1","supratidal"
142,2023-03-10 22:32:00,1345,17.91,1497.6,"Young","1","supratidal"
143,2023-03-10 22:47:00,1345,17.91,1497.6,"Young","1","supratidal"
144,2023-03-10 23:02:00,1345,17.91,1497.6,"Young","1","supratidal"
145,2023-03-10 23:17:00,1345.4,17.92,1497.7,"Young","1","supratidal"
146,2023-03-10 23:32:00,1345.8,17.92,1498.1,"Young","1","supratidal"
147,2023-03-10 23:47:00,1345.4,17.93,1497.3,"Young","1","supratidal"
148,2023-03-11 00:02:00,1345.8,17.92,1498.1,"Young","1","supratidal"
149,2023-03-11 00:17:00,1345.8,17.93,1497.8,"Young","1","supratidal"
150,2023-03-11 00:32:00,1346.2,17.93,1498.2,"Young","1","supratidal"
151,2023-03-11 00:47:00,1345.8,17.93,1497.8,"Young","1","supratidal"
152,2023-03-11 01:02:00,1346.2,17.95,1497.5,"Young","1","supratidal"
153,2023-03-11 01:17:00,1346.2,17.95,1497.5,"Young","1","supratidal"
154,2023-03-11 01:32:00,1346.2,17.96,1497.2,"Young","1","supratidal"
155,2023-03-11 01:47:00,1346.6,17.95,1498,"Young","1","supratidal"
156,2023-03-11 02:02:00,1346.6,17.96,1497.6,"Young","1","supratidal"
157,2023-03-11 02:17:00,1346.6,17.97,1497.3,"Young","1","supratidal"
158,2023-03-11 02:32:00,1347,17.97,1497.7,"Young","1","supratidal"
159,2023-03-11 02:47:00,1347,17.97,1497.7,"Young","1","supratidal"
160,2023-03-11 03:02:00,1347,17.97,1497.7,"Young","1","supratidal"
161,2023-03-11 03:17:00,1347.4,17.99,1497.5,"Young","1","supratidal"
162,2023-03-11 03:32:00,1347.4,17.99,1497.5,"Young","1","supratidal"
163,2023-03-11 03:47:00,1347.4,17.99,1497.5,"Young","1","supratidal"
164,2023-03-11 04:02:00,1347.8,18,1497.6,"Young","1","supratidal"
165,2023-03-11 04:17:00,1347.8,18,1497.6,"Young","1","supratidal"
166,2023-03-11 04:32:00,1347.8,18.01,1497.2,"Young","1","supratidal"
167,2023-03-11 04:47:00,1347.8,18.01,1497.2,"Young","1","supratidal"
168,2023-03-11 05:02:00,1348.6,18.01,1498.1,"Young","1","supratidal"
169,2023-03-11 05:17:00,1348.6,18.01,1498.1,"Young","1","supratidal"
170,2023-03-11 05:32:00,1348.2,18.02,1497.3,"Young","1","supratidal"
171,2023-03-11 05:47:00,1348.6,18.02,1497.7,"Young","1","supratidal"
172,2023-03-11 06:02:00,1348.6,18.02,1497.7,"Young","1","supratidal"
173,2023-03-11 06:17:00,1348.6,18.02,1497.7,"Young","1","supratidal"
174,2023-03-11 06:32:00,1348.6,18.02,1497.7,"Young","1","supratidal"
175,2023-03-11 06:47:00,1348.5,18.04,1496.9,"Young","1","supratidal"
176,2023-03-11 07:02:00,1348.6,18.02,1497.7,"Young","1","supratidal"
177,2023-03-11 07:17:00,1349,18.02,1498.2,"Young","1","supratidal"
178,2023-03-11 07:32:00,1348.6,18.02,1497.7,"Young","1","supratidal"
179,2023-03-11 07:47:00,1348.6,18.02,1497.7,"Young","1","supratidal"
180,2023-03-11 08:02:00,1348.2,18.02,1497.3,"Young","1","supratidal"
181,2023-03-11 08:17:00,1348.6,18.02,1497.7,"Young","1","supratidal"
182,2023-03-11 08:32:00,1348.6,18.02,1497.7,"Young","1","supratidal"
183,2023-03-11 08:47:00,1348.6,18.02,1497.7,"Young","1","supratidal"
184,2023-03-11 09:02:00,1348.6,18.02,1497.7,"Young","1","supratidal"
185,2023-03-11 09:17:00,1348.6,18.02,1497.7,"Young","1","supratidal"
186,2023-03-11 09:32:00,1348.6,18.02,1497.7,"Young","1","supratidal"
187,2023-03-11 09:47:00,1349,18.02,1498.2,"Young","1","supratidal"
188,2023-03-11 10:02:00,1349,18.02,1498.2,"Young","1","supratidal"
189,2023-03-11 10:17:00,1349,18.02,1498.2,"Young","1","supratidal"
190,2023-03-11 10:32:00,1349,18.04,1497.5,"Young","1","supratidal"
191,2023-03-11 10:47:00,1349.4,18.04,1497.9,"Young","1","supratidal"
192,2023-03-11 11:02:00,1349,18.04,1497.5,"Young","1","supratidal"
193,2023-03-11 11:17:00,1349.4,18.04,1497.9,"Young","1","supratidal"
194,2023-03-11 11:32:00,1349.4,18.05,1497.6,"Young","1","supratidal"
195,2023-03-11 11:47:00,1349.8,18.06,1497.7,"Young","1","supratidal"
196,2023-03-11 12:02:00,1350.2,18.05,1498.5,"Young","1","supratidal"
197,2023-03-11 12:17:00,1350.2,18.06,1498.1,"Young","1","supratidal"
198,2023-03-11 12:32:00,1350.6,18.06,1498.6,"Young","1","supratidal"
199,2023-03-11 12:47:00,1350.6,18.06,1498.6,"Young","1","supratidal"
200,2023-03-11 13:02:00,1350.6,18.06,1498.6,"Young","1","supratidal"
201,2023-03-11 13:17:00,1350.6,18.06,1498.6,"Young","1","supratidal"
202,2023-03-11 13:32:00,1350.2,18.06,1498.1,"Young","1","supratidal"
203,2023-03-11 13:47:00,1350.6,18.08,1497.9,"Young","1","supratidal"
204,2023-03-11 14:02:00,1350.6,18.06,1498.6,"Young","1","supratidal"
205,2023-03-11 14:17:00,1350.2,18.06,1498.1,"Young","1","supratidal"
206,2023-03-11 14:32:00,1350.6,18.06,1498.6,"Young","1","supratidal"
207,2023-03-11 14:47:00,1350.6,18.06,1498.6,"Young","1","supratidal"
208,2023-03-11 15:02:00,1350.6,18.06,1498.6,"Young","1","supratidal"
209,2023-03-11 15:17:00,1350.6,18.06,1498.6,"Young","1","supratidal"
210,2023-03-11 15:32:00,1350.2,18.05,1498.5,"Young","1","supratidal"
211,2023-03-11 15:47:00,1350.2,18.05,1498.5,"Young","1","supratidal"
212,2023-03-11 16:02:00,1350.2,18.05,1498.5,"Young","1","supratidal"
213,2023-03-11 16:17:00,1350.2,18.04,1498.8,"Young","1","supratidal"
214,2023-03-11 16:32:00,1350.2,18.04,1498.8,"Young","1","supratidal"
215,2023-03-11 16:47:00,1350.2,18.04,1498.8,"Young","1","supratidal"
216,2023-03-11 17:02:00,1350.2,18.04,1498.8,"Young","1","supratidal"
217,2023-03-11 17:17:00,1350.6,18.04,1499.3,"Young","1","supratidal"
218,2023-03-11 17:32:00,1350.6,18.04,1499.3,"Young","1","supratidal"
219,2023-03-11 17:47:00,1351,18.04,1499.7,"Young","1","supratidal"
220,2023-03-11 18:02:00,1351,18.04,1499.7,"Young","1","supratidal"
221,2023-03-11 18:17:00,1351,18.04,1499.7,"Young","1","supratidal"
222,2023-03-11 18:32:00,1351,18.04,1499.7,"Young","1","supratidal"
223,2023-03-11 18:47:00,1351,18.04,1499.7,"Young","1","supratidal"
224,2023-03-11 19:02:00,1351,18.04,1499.7,"Young","1","supratidal"
225,2023-03-11 19:17:00,1351,18.04,1499.7,"Young","1","supratidal"
226,2023-03-11 19:32:00,1351,18.04,1499.7,"Young","1","supratidal"
227,2023-03-11 19:47:00,1351,18.04,1499.7,"Young","1","supratidal"
228,2023-03-11 20:02:00,1351,18.04,1499.7,"Young","1","supratidal"
229,2023-03-11 20:17:00,1351.4,18.04,1500.1,"Young","1","supratidal"
230,2023-03-11 20:32:00,1351.4,18.05,1499.8,"Young","1","supratidal"
231,2023-03-11 20:47:00,1351.4,18.05,1499.8,"Young","1","supratidal"
232,2023-03-11 21:02:00,1351,18.05,1499.4,"Young","1","supratidal"
233,2023-03-11 21:17:00,1351.4,18.05,1499.8,"Young","1","supratidal"
234,2023-03-11 21:32:00,1351.4,18.05,1499.8,"Young","1","supratidal"
235,2023-03-11 21:47:00,1351.4,18.05,1499.8,"Young","1","supratidal"
236,2023-03-11 22:02:00,1351.8,18.05,1500.2,"Young","1","supratidal"
237,2023-03-11 22:17:00,1351.8,18.05,1500.2,"Young","1","supratidal"
238,2023-03-11 22:32:00,1351.8,18.06,1499.9,"Young","1","supratidal"
239,2023-03-11 22:47:00,1351.8,18.05,1500.2,"Young","1","supratidal"
240,2023-03-11 23:02:00,1352.3,18.05,1500.8,"Young","1","supratidal"
241,2023-03-11 23:17:00,1352.3,18.05,1500.8,"Young","1","supratidal"
242,2023-03-11 23:32:00,1352.7,18.05,1501.2,"Young","1","supratidal"
243,2023-03-11 23:47:00,1352.7,18.05,1501.2,"Young","1","supratidal"
244,2023-03-12 00:02:00,1352.7,18.05,1501.2,"Young","1","supratidal"
245,2023-03-12 00:17:00,1352.7,18.05,1501.2,"Young","1","supratidal"
246,2023-03-12 00:32:00,1352.7,18.05,1501.2,"Young","1","supratidal"
247,2023-03-12 00:47:00,1352.7,18.05,1501.2,"Young","1","supratidal"
248,2023-03-12 01:02:00,1352.7,18.05,1501.2,"Young","1","supratidal"
249,2023-03-12 01:17:00,1352.7,18.05,1501.2,"Young","1","supratidal"
250,2023-03-12 01:32:00,1353.1,18.05,1501.7,"Young","1","supratidal"
251,2023-03-12 01:47:00,1353.1,18.05,1501.7,"Young","1","supratidal"
252,2023-03-12 02:02:00,1352.7,18.04,1501.6,"Young","1","supratidal"
253,2023-03-12 02:17:00,1353.1,18.05,1501.7,"Young","1","supratidal"
254,2023-03-12 02:32:00,1352.7,18.05,1501.2,"Young","1","supratidal"
255,2023-03-12 02:47:00,1353.1,18.05,1501.7,"Young","1","supratidal"
256,2023-03-12 03:02:00,1353.1,18.05,1501.7,"Young","1","supratidal"
257,2023-03-12 03:17:00,1353.1,18.04,1502,"Young","1","supratidal"
258,2023-03-12 03:32:00,1353.1,18.04,1502,"Young","1","supratidal"
259,2023-03-12 03:47:00,1353.1,18.04,1502,"Young","1","supratidal"
260,2023-03-12 04:02:00,1353.1,18.04,1502,"Young","1","supratidal"
261,2023-03-12 04:17:00,1353.1,18.04,1502,"Young","1","supratidal"
262,2023-03-12 04:32:00,1353.1,18.04,1502,"Young","1","supratidal"
263,2023-03-12 04:47:00,1352.7,18.04,1501.6,"Young","1","supratidal"
264,2023-03-12 05:02:00,1352.7,18.04,1501.6,"Young","1","supratidal"
265,2023-03-12 05:17:00,1352.3,18.02,1501.9,"Young","1","supratidal"
266,2023-03-12 05:32:00,1352.7,18.04,1501.6,"Young","1","supratidal"
267,2023-03-12 05:47:00,1352.3,18.02,1501.9,"Young","1","supratidal"
268,2023-03-12 06:02:00,1352.7,18.02,1502.3,"Young","1","supratidal"
269,2023-03-12 06:17:00,1351.9,18.02,1501.4,"Young","1","supratidal"
270,2023-03-12 06:32:00,1352.3,18.02,1501.9,"Young","1","supratidal"
271,2023-03-12 06:47:00,1352.3,18.02,1501.9,"Young","1","supratidal"
272,2023-03-12 07:02:00,1352.3,18.01,1502.2,"Young","1","supratidal"
273,2023-03-12 07:17:00,1351.5,18.01,1501.3,"Young","1","supratidal"
274,2023-03-12 07:32:00,1351.9,18,1502.1,"Young","1","supratidal"
275,2023-03-12 07:47:00,1351.5,18,1501.7,"Young","1","supratidal"
276,2023-03-12 08:02:00,1351.9,18,1502.1,"Young","1","supratidal"
277,2023-03-12 08:17:00,1351.5,18,1501.7,"Young","1","supratidal"
278,2023-03-12 08:32:00,1351.9,17.99,1502.5,"Young","1","supratidal"
279,2023-03-12 08:47:00,1351.9,17.99,1502.5,"Young","1","supratidal"
280,2023-03-12 09:02:00,1352.8,17.99,1503.5,"Young","1","supratidal"
281,2023-03-12 09:17:00,1352.4,17.97,1503.7,"Young","1","supratidal"
282,2023-03-12 09:32:00,1352.4,17.96,1504.1,"Young","1","supratidal"
283,2023-03-12 09:47:00,1352.8,17.97,1504.2,"Young","1","supratidal"
284,2023-03-12 10:02:00,1351.6,17.96,1503.2,"Young","1","supratidal"
285,2023-03-12 10:17:00,1351.6,17.96,1503.2,"Young","1","supratidal"
286,2023-03-12 10:32:00,1351.2,17.95,1503.1,"Young","1","supratidal"
287,2023-03-12 10:47:00,1351.2,17.95,1503.1,"Young","1","supratidal"
288,2023-03-12 11:02:00,1351.2,17.95,1503.1,"Young","1","supratidal"
289,2023-03-12 11:17:00,1351.6,17.95,1503.5,"Young","1","supratidal"
290,2023-03-12 11:32:00,1352,17.96,1503.6,"Young","1","supratidal"
291,2023-03-12 11:47:00,1352,17.96,1503.6,"Young","1","supratidal"
292,2023-03-12 12:02:00,1352.4,17.96,1504.1,"Young","1","supratidal"
293,2023-03-12 12:17:00,1352.4,17.95,1504.4,"Young","1","supratidal"
294,2023-03-12 12:32:00,1352.8,17.96,1504.5,"Young","1","supratidal"
295,2023-03-12 12:47:00,1352.8,17.95,1504.9,"Young","1","supratidal"
296,2023-03-12 13:02:00,1352.8,17.96,1504.5,"Young","1","supratidal"
297,2023-03-12 13:17:00,1352.8,17.96,1504.5,"Young","1","supratidal"
298,2023-03-12 13:32:00,1352.8,17.96,1504.5,"Young","1","supratidal"
299,2023-03-12 13:47:00,1352.8,17.96,1504.5,"Young","1","supratidal"
300,2023-03-12 14:02:00,1353.2,17.96,1505,"Young","1","supratidal"
301,2023-03-12 14:17:00,1353.2,17.96,1505,"Young","1","supratidal"
302,2023-03-12 14:32:00,1353.2,17.96,1505,"Young","1","supratidal"
303,2023-03-12 14:47:00,1353.6,17.96,1505.4,"Young","1","supratidal"
304,2023-03-12 15:02:00,1353.6,17.96,1505.4,"Young","1","supratidal"
305,2023-03-12 15:17:00,1354,17.96,1505.9,"Young","1","supratidal"
306,2023-03-12 15:32:00,1354,17.96,1505.9,"Young","1","supratidal"
307,2023-03-12 15:47:00,1354.5,17.95,1506.8,"Young","1","supratidal"
308,2023-03-12 16:02:00,1354.5,17.95,1506.8,"Young","1","supratidal"
309,2023-03-12 16:17:00,1354.5,17.95,1506.8,"Young","1","supratidal"
310,2023-03-12 16:32:00,1354.9,17.95,1507.2,"Young","1","supratidal"
311,2023-03-12 16:47:00,1355.3,17.95,1507.7,"Young","1","supratidal"
312,2023-03-12 17:02:00,1354.9,17.95,1507.2,"Young","1","supratidal"
313,2023-03-12 17:17:00,1354.9,17.93,1507.9,"Young","1","supratidal"
314,2023-03-12 17:32:00,1355.3,17.93,1508.4,"Young","1","supratidal"
315,2023-03-12 17:47:00,1355.3,17.93,1508.4,"Young","1","supratidal"
316,2023-03-12 18:02:00,1355.3,17.93,1508.4,"Young","1","supratidal"
317,2023-03-12 18:17:00,1355.3,17.93,1508.4,"Young","1","supratidal"
318,2023-03-12 18:32:00,1355.3,17.93,1508.4,"Young","1","supratidal"
319,2023-03-12 18:47:00,1355.3,17.93,1508.4,"Young","1","supratidal"
320,2023-03-12 19:02:00,1355.8,17.92,1509.3,"Young","1","supratidal"
321,2023-03-12 19:17:00,1355.3,17.92,1508.7,"Young","1","supratidal"
322,2023-03-12 19:32:00,1355.3,17.92,1508.7,"Young","1","supratidal"
323,2023-03-12 19:47:00,1354.9,17.92,1508.3,"Young","1","supratidal"
324,2023-03-12 20:02:00,1354.5,17.92,1507.8,"Young","1","supratidal"
325,2023-03-12 20:17:00,1354.9,17.92,1508.3,"Young","1","supratidal"
326,2023-03-12 20:32:00,1354.9,17.92,1508.3,"Young","1","supratidal"
327,2023-03-12 20:47:00,1354.9,17.92,1508.3,"Young","1","supratidal"
328,2023-03-12 21:02:00,1355.4,17.91,1509.2,"Young","1","supratidal"
329,2023-03-12 21:17:00,1355.8,17.92,1509.3,"Young","1","supratidal"
330,2023-03-12 21:32:00,1355.8,17.91,1509.6,"Young","1","supratidal"
331,2023-03-12 21:47:00,1355.8,17.91,1509.6,"Young","1","supratidal"
332,2023-03-12 22:02:00,1356.2,17.91,1510.1,"Young","1","supratidal"
333,2023-03-12 22:17:00,1356.2,17.91,1510.1,"Young","1","supratidal"
334,2023-03-12 22:32:00,1355.8,17.91,1509.6,"Young","1","supratidal"
335,2023-03-12 22:47:00,1355.8,17.91,1509.6,"Young","1","supratidal"
336,2023-03-12 23:02:00,1355.8,17.91,1509.6,"Young","1","supratidal"
337,2023-03-12 23:17:00,1355.4,17.91,1509.2,"Young","1","supratidal"
338,2023-03-12 23:32:00,1354.5,17.91,1508.2,"Young","1","supratidal"
339,2023-03-12 23:47:00,1354.1,17.91,1507.7,"Young","1","supratidal"
340,2023-03-13 00:02:00,1353.3,17.91,1506.8,"Young","1","supratidal"
341,2023-03-13 00:17:00,1352.9,17.9,1506.8,"Young","1","supratidal"
342,2023-03-13 00:32:00,1352.1,17.9,1505.9,"Young","1","supratidal"
343,2023-03-13 00:47:00,1352.1,17.9,1505.9,"Young","1","supratidal"
344,2023-03-13 01:02:00,1351.2,17.91,1504.5,"Young","1","supratidal"
